0.027708     	b'doggy'	-3.586043	0.000000
0.027526     	b'found'	-3.592627	0.693147
0.027114     	b'crying'	-3.607711	1.098612
0.027114     	b'pls'	-3.607711	1.386294
0.026993     	b'youtube'	-3.612191	1.609438
0.026944     	b'makeovers'	-3.613989	1.791759
0.025272     	b'cat'	-3.678078	1.945910
0.012860     	b'la'	-4.353635	2.079442
0.008630     	b'que'	-4.752524	2.197225
0.006812     	b'el'	-4.989100	2.302585
0.006678     	b'l'	-5.008867	2.397895
0.006666     	b'pet'	-5.010684	2.484907
0.006242     	b'bird'	-5.076435	2.564949
0.006218     	b'puppy'	-5.080326	2.639057
0.005600     	b'en'	-5.185037	2.708050
0.004182     	b'_'	-5.477058	2.772589
0.003782     	b'per'	-5.577599	2.833213
0.003733     	b'un'	-5.590502	2.890372
0.003430     	b'im'	-5.675155	2.944439
0.003333     	b'thought'	-5.703831	2.995732
0.003248     	b'lost'	-5.729615	3.044522
0.003212     	b'o'	-5.740872	3.091042
0.003139     	b'dead'	-5.763774	3.135494
0.003127     	b'els'	-5.767642	3.178054
0.003115     	b'por'	-5.771526	3.218876
0.002957     	b'home'	-5.823434	3.258097
0.002848     	b'los'	-5.861017	3.295837
0.002715     	b'os'	-5.908956	3.332205
0.002703     	b'netflix'	-5.913430	3.367296
0.002642     	b'little'	-5.936107	3.401197
0.002630     	b'cat\xc3\xa1logo'	-5.940705	3.433987
0.002618     	b'whole'	-5.945324	3.465736
0.002594     	b'una'	-5.954626	3.496508
0.002570     	b'dog'	-5.964016	3.526361
0.002533     	b'wanna'	-5.978268	3.555348
0.002460     	b'sleep'	-6.007396	3.583519
0.002448     	b'until'	-6.012334	3.610918
0.002388     	b'del'	-6.037398	3.637586
0.002388     	b'les'	-6.037398	3.663562
0.002364     	b'kitty'	-6.047602	3.688879
0.002364     	b'trip'	-6.047602	3.713572
0.002315     	b'mundo'	-6.068329	3.737670
0.002303     	b'stayed'	-6.073578	3.761200
0.002291     	b'place'	-6.078855	3.784190
0.002291     	b'al'	-6.078855	3.806662
0.002254     	b'bitch'	-6.094855	3.828641
0.002242     	b'kitten'	-6.100246	3.850148
0.002242     	b'complain'	-6.100246	3.871201
0.002230     	b'bac'	-6.105666	3.891820
0.002218     	b'j\xc3\xa1'	-6.111116	3.912023
0.002218     	b'todo'	-6.111116	3.931826
0.002182     	b'harry'	-6.127645	3.951244
0.002182     	b'potter'	-6.127645	3.970292
0.002170     	b'pode'	-6.133216	3.988984
0.002170     	b'es'	-6.133216	4.007333
0.002121     	b'turned'	-6.155816	4.025352
0.002109     	b'zoey'	-6.161547	4.043051
0.002109     	b'101'	-6.161547	4.060443
0.002085     	b'\xe3\x83\x95'	-6.173108	4.077537
0.002085     	b'\xe3\x83\x9f'	-6.173108	4.094345
0.002085     	b'x\xe3\x83\x8e'	-6.173108	4.110874
0.002085     	b'\xe3\x83\xbd'	-6.173108	4.127134
0.002085     	b'\xef\xbe\x89'	-6.173108	4.143135
0.002085     	b'scooby'	-6.173108	4.158883
0.002085     	b'doo'	-6.173108	4.174387
0.002085     	b'icarly'	-6.173108	4.189655
0.002073     	b'feiticeiros'	-6.178938	4.204693
0.002073     	b'waverly'	-6.178938	4.219508
0.002061     	b'ode'	-6.184804	4.234107
0.002048     	b'com'	-6.190703	4.248495
0.001939     	b'ha'	-6.245428	4.262680
0.001915     	b'vet'	-6.258007	4.276666
0.001782     	b'collar'	-6.330169	4.290459
0.001721     	b'tiny'	-6.364775	4.304065
0.001673     	b'amb'	-6.393348	4.317488
0.001673     	b'se'	-6.393348	4.330733
0.001588     	b'\xc3\xa9s'	-6.445405	4.343805
0.001576     	b'brought'	-6.453068	4.356709
0.001418     	b'e'	-6.558428	4.369448
0.001309     	b'c'	-6.638471	4.382027
0.001297     	b'bro'	-6.647773	4.394449
0.001261     	b'qui'	-6.676211	4.406719
0.001224     	b'\xc3\xa9'	-6.705482	4.418841
0.001200     	b'box'	-6.725482	4.430817
0.001103     	b'q'	-6.809743	4.442651
0.001091     	b'cute'	-6.820792	4.454347
0.001079     	b'3am'	-6.831966	4.465908
0.001067     	b'cat\xc3\xb3lica'	-6.843265	4.477337
0.001067     	b'dels'	-6.843265	4.488636
0.001067     	b'con'	-6.843265	4.499810
0.001067     	b'para'	-6.843265	4.510860
0.001054     	b'animal'	-6.854694	4.521789
0.001018     	b'le'	-6.889785	4.532599
0.001018     	b'hi'	-6.889785	4.543295
0.001006     	b'si'	-6.901761	4.553877
0.000945     	b'aquest'	-6.963893	4.564348
0.000933     	b'seva'	-6.976797	4.574711
0.000921     	b'armys'	-6.989869	4.584967
0.000921     	b'snake'	-6.989869	4.595120
0.000909     	b'old'	-7.003114	4.605170
0.000909     	b'hist\xc3\xb2ria'	-7.003114	4.615121
0.000897     	b'otacon'	-7.016537	4.624973
0.000885     	b'its'	-7.030143	4.634729
0.000885     	b'important'	-7.030143	4.644391
0.000885     	b'va'	-7.030143	4.653960
0.000885     	b'venting'	-7.030143	4.663439
0.000885     	b'n'	-7.030143	4.672829
0.000873     	b'catalunya'	-7.043936	4.682131
0.000873     	b'barf'	-7.043936	4.691348
0.000848     	b'gr\xc3\xa0cies'	-7.072107	4.700480
0.000836     	b'em'	-7.086496	4.709530
0.000836     	b'nostra'	-7.086496	4.718499
0.000824     	b'fa'	-7.101094	4.727388
0.000800     	b'du'	-7.130947	4.736198
0.000788     	b'needs'	-7.146215	4.744932
0.000788     	b'papa'	-7.146215	4.753590
0.000788     	b'dia'	-7.146215	4.762174
0.000764     	b'molt'	-7.177467	4.770685
0.000751     	b'dies'	-7.193468	4.779123
0.000739     	b'x'	-7.209728	4.787492
0.000739     	b'play'	-7.209728	4.795791
0.000727     	b'litter'	-7.226257	4.804021
0.000727     	b'room'	-7.226257	4.812184
0.000703     	b'pol\xc3\xadtica'	-7.260159	4.820282
0.000691     	b'ell'	-7.277551	4.828314
0.000679     	b'night'	-7.295250	4.836282
0.000679     	b'ser'	-7.295250	4.844187
0.000667     	b'su'	-7.313269	4.852030
0.000655     	b'contra'	-7.331618	4.859812
0.000655     	b'iceta'	-7.331618	4.867534
0.000655     	b'end'	-7.331618	4.875197
0.000655     	b'pol\xc3\xadtics'	-7.331618	4.882802
0.000655     	b'meow'	-7.331618	4.890349
0.000642     	b'als'	-7.350310	4.897840
0.000642     	b'lo'	-7.350310	4.905275
0.000642     	b'las'	-7.350310	4.912655
0.000642     	b't\xc3\xa9'	-7.350310	4.919981
0.000642     	b'dogs'	-7.350310	4.927254
0.000630     	b'better'	-7.369358	4.934474
0.000630     	b'ils'	-7.369358	4.941642
0.000630     	b'cats'	-7.369358	4.948760
0.000630     	b'baby'	-7.369358	4.955827
0.000618     	b'ja'	-7.388776	4.962845
0.000618     	b'curious'	-7.388776	4.969813
0.000618     	b'per\xc3\xb2'	-7.388776	4.976734
0.000606     	b'anybody'	-7.408579	4.983607
0.000606     	b'cada'	-7.408579	4.990433
0.000606     	b'saw'	-7.408579	4.997212
0.000606     	b'000'	-7.408579	5.003946
0.000594     	b'disgust'	-7.428782	5.010635
0.000594     	b'mes'	-7.428782	5.017280
0.000594     	b'uma'	-7.428782	5.023881
0.000582     	b'name'	-7.449401	5.030438
0.000582     	b'white'	-7.449401	5.036953
0.000582     	b'ho'	-7.449401	5.043425
0.000582     	b'veu'	-7.449401	5.049856
0.000570     	b'independentistes'	-7.470454	5.056246
0.000570     	b'da'	-7.470454	5.062595
0.000570     	b'todos'	-7.470454	5.068904
0.000570     	b'biggest'	-7.470454	5.075174
0.000570     	b'black'	-7.470454	5.081404
0.000558     	b'sobre'	-7.491961	5.087596
0.000558     	b'app'	-7.491961	5.093750
0.000545     	b'son'	-7.513940	5.099866
0.000545     	b'tot'	-7.513940	5.105945
0.000545     	b'cert'	-7.513940	5.111988
0.000545     	b'via'	-7.513940	5.117994
0.000545     	b'fil'	-7.513940	5.123964
0.000533     	b'aqu\xc3\xad'	-7.536412	5.129899
0.000533     	b'iglesia'	-7.536412	5.135798
0.000533     	b'sorry'	-7.536412	5.141664
0.000533     	b'beautiful'	-7.536412	5.147494
0.000533     	b'tamb\xc3\xa9'	-7.536412	5.153292
0.000521     	b'como'	-7.559402	5.159055
0.000521     	b'happy'	-7.559402	5.164786
0.000521     	b'det'	-7.559402	5.170484
0.000521     	b'mom'	-7.559402	5.176150
0.000521     	b'200'	-7.559402	5.181784
0.000521     	b'peeve'	-7.559402	5.187386
0.000509     	b'cat\xc3\xb3licos'	-7.582932	5.192957
0.000509     	b'dret'	-7.582932	5.198497
0.000509     	b'est\xc3\xa0'	-7.582932	5.204007
0.000509     	b'visions'	-7.582932	5.209486
0.000509     	b'ajudeu'	-7.582932	5.214936
0.000509     	b'difondre'	-7.582932	5.220356
0.000509     	b'fant\xc3\xa0stic'	-7.582932	5.225747
0.000509     	b'coneguem'	-7.582932	5.231109
0.000497     	b'pues'	-7.607030	5.236442
0.000497     	b'seguir'	-7.607030	5.241747
0.000497     	b'repartir'	-7.607030	5.247024
0.000497     	b'carnets'	-7.607030	5.252273
0.000497     	b'pefereix'	-7.607030	5.257495
0.000497     	b'crid'	-7.607030	5.262690
0.000497     	b'tanuki'	-7.607030	5.267858
0.000497     	b'davant'	-7.607030	5.273000
0.000497     	b'looks'	-7.607030	5.278115
0.000485     	b'omg'	-7.631723	5.283204
0.000485     	b'des'	-7.631723	5.288267
0.000485     	b'calling'	-7.631723	5.293305
0.000485     	b'boy'	-7.631723	5.298317
0.000473     	b'estado'	-7.657040	5.303305
0.000473     	b'gonna'	-7.657040	5.308268
0.000473     	b'estat'	-7.657040	5.313206
0.000473     	b'entre'	-7.657040	5.318120
0.000473     	b'il'	-7.657040	5.323010
0.000473     	b'check'	-7.657040	5.327876
0.000473     	b'aquesta'	-7.657040	5.332719
0.000473     	b'reason'	-7.657040	5.337538
0.000461     	b'uno'	-7.683016	5.342334
0.000461     	b'p'	-7.683016	5.347108
0.000461     	b'vilaweb'	-7.683016	5.351858
0.000448     	b'heart'	-7.709684	5.356586
0.000448     	b'100'	-7.709684	5.361292
0.000448     	b'wolf'	-7.709684	5.365976
0.000448     	b'big'	-7.709684	5.370638
0.000448     	b'photo'	-7.709684	5.375278
0.000448     	b'hrrnnngh'	-7.709684	5.379897
0.000448     	b'hrrngh'	-7.709684	5.384495
0.000448     	b'grubbooba'	-7.709684	5.389072
0.000448     	b'pq'	-7.709684	5.393628
0.000448     	b'wants'	-7.709684	5.398163
0.000448     	b'million'	-7.709684	5.402677
0.000436     	b'derechos'	-7.737083	5.407172
0.000436     	b'mother'	-7.737083	5.411646
0.000436     	b'co'	-7.737083	5.416100
0.000436     	b'oh'	-7.737083	5.420535
0.000436     	b'around'	-7.737083	5.424950
0.000436     	b'seeing'	-7.737083	5.429346
0.000436     	b'qu'	-7.737083	5.433722
0.000436     	b'morning'	-7.737083	5.438079
0.000436     	b'om'	-7.737083	5.442418
0.000436     	b'continua'	-7.737083	5.446737
0.000424     	b'madrile\xc3\xb1a'	-7.765254	5.451038
0.000424     	b'piensa'	-7.765254	5.455321
0.000424     	b'denunciando'	-7.765254	5.459586
0.000424     	b'ataques'	-7.765254	5.463832
0.000424     	b'espa\xc3\xb1ol'	-7.765254	5.468060
0.000424     	b'na'	-7.765254	5.472271
0.000424     	b'anything'	-7.765254	5.476464
0.000424     	b'veure'	-7.765254	5.480639
0.000424     	b'diu'	-7.765254	5.484797
0.000424     	b'early'	-7.765254	5.488938
0.000424     	b'away'	-7.765254	5.493061
0.000424     	b'desse'	-7.765254	5.497168
0.000424     	b'things'	-7.765254	5.501258
0.000412     	b'looking'	-7.794242	5.505332
0.000412     	b'n\xc3\xa3o'	-7.794242	5.509388
0.000412     	b'stream'	-7.794242	5.513429
0.000412     	b'govern'	-7.794242	5.517453
0.000412     	b'comment'	-7.794242	5.521461
0.000412     	b'ont'	-7.794242	5.525453
0.000412     	b'par'	-7.794242	5.529429
0.000412     	b'connect'	-7.794242	5.533389
0.000412     	b'som'	-7.794242	5.537334
0.000412     	b'han'	-7.794242	5.541264
0.000412     	b'adopted'	-7.794242	5.545177
0.000412     	b'h'	-7.794242	5.549076
0.000412     	b'reward'	-7.794242	5.552960
0.000400     	b'volen'	-7.824094	5.556828
0.000400     	b'yes'	-7.824094	5.560682
0.000400     	b'ya'	-7.824094	5.564520
0.000400     	b'house'	-7.824094	5.568345
0.000400     	b'learn'	-7.824094	5.572154
0.000400     	b'ni'	-7.824094	5.575949
0.000400     	b'post'	-7.824094	5.579730
0.000400     	b'eu'	-7.824094	5.583496
0.000400     	b'espanyol'	-7.824094	5.587249
0.000400     	b'judici'	-7.824094	5.590987
0.000400     	b'food'	-7.824094	5.594711
0.000400     	b'espanya'	-7.824094	5.598422
0.000400     	b'pour'	-7.824094	5.602119
0.000400     	b'followers'	-7.824094	5.605802
